ID,Region,Region or State,Year,Land use,Value,Units,Source,Price per Acre (USD),Total Land (m²),Price (USD),Price per m² (USD),release year,Month,Day
0.0,12,35,0.0,14,0.24171270718232052,0,0,0.0,0.24171270718232052,0.24171270718232052,0.0,2024,9,13
0.0004961548002976879,12,10,0.0,14,0.052988448016072276,0,0,0.0,0.0529884480160725,0.052988448016072276,0.0,2024,9,13
0.0005581741503349336,12,25,0.0,14,0.2648585300519002,0,0,0.0,0.2648585300519002,0.2648585300519002,0.0,2024,9,13
0.0006201935003720682,12,12,0.0,14,0.001632345554997472,0,0,0.0,0.001632345554997583,0.001632345554997472,0.0,2024,9,13
0.001054328950632566,4,18,0.0,14,0.9698225347396618,0,0,0.0,0.9698225347396618,0.9698225347396618,0.0,2024,9,13
0.0017365418010419353,2,60,0.0,14,0.6453206094090073,0,0,0.0,0.6453206094090072,0.6453206094090072,0.0,2024,9,13
0.0020466385512279417,18,49,0.0,14,0.8195211786372008,0,0,0.0,0.8195211786372008,0.8195211786372008,0.0,2024,9,13
0.003659141652195441,1,15,0.0,14,0.17160555834588986,0,0,0.0,0.17160555834588986,0.17160555834588986,0.0,2024,9,13
0.003907219052344313,12,35,0.055555555555555525,14,0.2415452871253977,0,0,0.0,0.2415452871253977,0.24154528712539758,0.0,2024,9,13
0.004403373852642001,12,10,0.055555555555555525,14,0.052988448016072276,0,0,0.0,0.0529884480160725,0.052988448016072276,0.0,2024,9,13
0.0044653932026792464,12,25,0.055555555555555525,14,0.26469110999497736,0,0,0.0,0.26469110999497736,0.26469110999497736,0.0,2024,9,13
0.004527412552716381,12,12,0.055555555555555525,14,0.001632345554997472,0,0,0.0,0.001632345554997583,0.001632345554997472,0.0,2024,9,13
0.004961548002976879,4,18,0.055555555555555525,14,0.9698225347396618,0,0,0.0,0.9698225347396618,0.9698225347396618,0.0,2024,9,13
0.005643760853386248,2,60,0.055555555555555525,14,0.6450276243093923,0,0,0.0,0.6450276243093923,0.6450276243093922,0.0,2024,9,13
0.00595385760357231,18,49,0.055555555555555525,14,0.8117780010045204,0,0,0.0,0.8117780010045205,0.8117780010045204,0.0,2024,9,13
0.00756636070453981,1,15,0.055555555555555525,14,0.17160555834588986,0,0,0.0,0.17160555834588986,0.17160555834588986,0.0,2024,9,13
0.007814438104688681,12,35,0.12499999999999994,14,0.2415452871253977,0,0,0.0,0.2415452871253977,0.24154528712539758,0.0,2024,9,13
0.008310592904986314,12,10,0.12499999999999994,14,0.052988448016072276,0,0,0.0,0.0529884480160725,0.052988448016072276,0.0,2024,9,13
0.00837261225502356,12,25,0.12499999999999994,14,0.26469110999497736,0,0,0.0,0.26469110999497736,0.26469110999497736,0.0,2024,9,13
0.008434631605060805,12,12,0.12499999999999994,14,0.001632345554997472,0,0,0.0,0.001632345554997583,0.001632345554997472,0.0,2024,9,13
0.008868767055321247,4,18,0.12499999999999994,14,0.9698225347396618,0,0,0.0,0.9698225347396618,0.9698225347396618,0.0,2024,9,13
0.009550979905730561,2,60,0.12499999999999994,14,0.6450276243093923,0,0,0.0,0.6450276243093923,0.6450276243093922,0.0,2024,9,13
0.009861076655916623,18,49,0.12499999999999994,14,0.8117780010045204,0,0,0.0,0.8117780010045205,0.8117780010045204,0.0,2024,9,13
0.011473579756884178,1,15,0.12499999999999994,14,0.17160555834588986,0,0,0.0,0.17160555834588986,0.17160555834588986,0.0,2024,9,13
0.011721657157032994,12,35,0.19444444444444442,14,0.24146157709693628,0,0,0.0,0.24146157709693628,0.24146157709693616,0.0,2024,9,13
0.012217811957330682,12,10,0.19444444444444442,14,0.052988448016072276,0,0,0.0,0.0529884480160725,0.052988448016072276,0.0,2024,9,13
0.012279831307367872,12,25,0.19444444444444442,14,0.2644818349238238,0,0,0.0,0.26448183492382404,0.26448183492382393,0.0,2024,9,13
0.012341850657405118,12,12,0.19444444444444442,14,0.001632345554997472,0,0,0.0,0.001632345554997583,0.001632345554997472,0.0,2024,9,13
